"adal_nr","adalvatnsfall","ar","vatnsfall","landsvaedi","landsvaedi_id","vatnsfall_id","mp","p_endur","stofn","logN","n_0","n_1","fjoldi_0","fjoldi_1","stofn_tmp_0","stofn_tmp_1","last10","M10","hraMedal10","logMedal10","expMedal10","M","hraMedal","logMedal","expMedal","N_ar"
343,"Deildará",2023,"Deildará á Sléttu Deildará","Norðurland eystra",5,NA,0.5,0.25,206,5.327876168789581,10,124,10,93,20,186,TRUE,578,332.815532641748,5.734517292021702,309.3636024323769,782,338.3261526336975,5.711691510152613,302.38211836091676,48
378,"Dunká (Bakká)",2023,"Dunká (Bakká) Öll","Vesturland",2,NA,0.2391737484581315,0.25,237.27520418042184,5.469220666538456,47,13,47,9.75,196.50986073092204,40.76534344949978,TRUE,418.94463504812165,232.5580176319159,5.362634835173981,213.28618067598504,620,226.51234417700337,5.311581967699737,202.67059325011115,47
410,"Eldvatn",2023,"Eldvatn Allt svæðið","Suðurland",7,NA,0.2391737484581315,0.25,34.493752149576736,3.540778210523534,3,7,3,5.25,12.543182599846087,21.950569549730652,TRUE,111.28216868465731,48.187499740879176,3.748933544567917,42.47575933278369,220,44.78316321242432,3.4103079729349366,30.27456657093736,49
411,"Elliðaár",2023,"Elliðaár Allt svæðið Elliðaár Vorveiði Elliðaár","Reykjanes",1,NA,0.2391737484581315,0.25,1976.5965246924127,7.589131717715511,7,621,7,465.75,29.26742606630754,1947.3290986261052,TRUE,1976.5965246924127,1616.8930608965156,7.365123120919313,1579.909934506436,4130,2120.2886121793026,7.58062211011866,1959.8478273800079,50
423,"Eyjafjarðará",2023,"Eyjafjarðará Svæði 0-5","Norðurland eystra",5,NA,0.5,0.25,13,2.5649493574615367,2,6,2,4.5,4,9,TRUE,13,5.506931748933577,1.5225023037452792,4.583680617868453,142,26.430155828327678,2.745984947932855,15.579951818772637,35
509,"Fjarðará",2023,"Fjarðará Neðra svæði - Efra svæði","Austfirðir",6,NA,0.5,0.25,6,1.791759469228055,3,NA,3,NA,6,NA,TRUE,29.5,13.243656992136328,2.3166917753373113,10.142066511093885,124,43.85070246781282,3.29458718563851,26.966279704307027,17
511,"Fjarðará",2023,"Fjarðará Fjarðará - Seyðisfyrði","Austfirðir",6,NA,0.5,0.25,17.5,2.8622008809294686,2,9,2,6.75,4,13.5,TRUE,45.5,13.890001854943424,2.387336651080609,10.884466173440254,310,25.387419893370673,2.5395338469463087,12.673761680914797,31
515,"Fjarðarhornsá",2023,"Fjarðarhornsá Fjarðarhornsá Kollafirði","Vestfirðir",3,NA,0.27282241646081595,0.25,124.62319057599595,4.825294709227722,31,4,31,3,113.62702670164336,10.996163874352584,TRUE,468.1495956873315,261.1779185371841,5.469586320244071,237.36198060217404,468.1495956873315,144.13197963429607,4.061223038787362,58.045259287441034,40
531,"Flókadalsá",2023,"Flókadalsá Neðri hluti","Norðurland vestra",4,NA,0.27282241646081595,0.25,17.410592801058257,2.8570788026581107,4,1,4,0.75,14.661551832470112,2.749040968588146,TRUE,102.57518796992481,58.23525580105785,3.967432560646143,52.848670750951506,728,107.19152580513608,4.08399473996931,59.382213171471804,41
537,"Fnjóská",2023,"Fnjóská Laxasvæði","Norðurland eystra",5,NA,0.5,0.25,566,6.338594078203183,142,188,142,141,284,282,TRUE,1020.5,443.19730120991824,5.979029795182554,395.05689605844503,2009.5,552.3565920836568,6.118953503940841,454.388929375864,49
